question_text,category,survey_organisation,country,fieldwork_date,agreement,neutral,disagreement,n_respondents,response_scale,notes,source_file,extraction_date,non_response,data_quality,quality_issues
To what extent do you think that the use of this technology will be beneficial? Targeted political advertising,AI_Sentiment,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,33.0,,52.0,2000.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,15.0,high,[]
To what extent are you concerned about the use of this technology? Driverless cars,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,72.0,,25.0,2021.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,3.0,high,[]
To what extent are you concerned about the use of this technology? Autonomous weapons,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,71.0,,29.0,1981.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,0.0,high,[]
To what extent are you concerned about the use of this technology? Targeted consumer advertising,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,61.0,,36.0,2002.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,3.0,high,[]
To what extent are you concerned about the use of this technology? Targeted political advertising,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,60.0,,30.0,2000.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,9.0,high,[]
To what extent are you concerned about the use of this technology? Assessing job eligibility,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,58.0,,32.0,1990.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,10.0,high,[]
To what extent are you concerned about the use of this technology? Virtual healthcare assistants,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,55.0,,38.0,1991.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,7.0,high,[]
To what extent are you concerned about the use of this technology? Robotic care assistants,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,48.0,,42.0,1973.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,10.0,high,[]
To what extent are you concerned about the use of this technology? Assessing welfare eligibility,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,44.0,,43.0,2012.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,13.0,high,[]
To what extent are you concerned about the use of this technology? Assessing loan repayment risk,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,41.0,,48.0,1991.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,11.0,high,[]
To what extent are you concerned about the use of this technology? Smart speakers,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,38.0,,57.0,2011.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,5.0,high,[]
To what extent are you concerned about the use of this technology? Facial recognition for policing,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,34.0,,62.0,1987.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,4.0,high,[]
To what extent are you concerned about the use of this technology? Facial recognition for unlocking phones,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,32.0,,66.0,4002.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,3.0,high,[]
To what extent are you concerned about the use of this technology? Facial recognition for border control,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,24.0,,74.0,2015.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,3.0,high,[]
To what extent are you concerned about the use of this technology? Assessing risk of cancer,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,24.0,,70.0,2011.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,7.0,high,[]
To what extent are you concerned about the use of this technology? Climate research simulations,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,16.0,,71.0,2015.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,18.0,high,[]
To what extent are you concerned about the use of this technology? Virtual reality in education,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,17.0,,73.0,1987.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,10.0,high,[]
To what extent are you concerned about the use of this technology? Robotic vacuum cleaners,AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,9.0,,88.0,2029.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,5.0,high,[]
Which statement do you feel best reflects your personal opinion?,AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,31.0,26.0,10.0,4010.0,"Accuracy is more important than providing an explanation; Sometimes explanation should be given, even if that makes the AI decision less accurate; An explanation should always be given, even if that makes all AI decisions less accurate; Humans, not computers, should always make the decisions and be able to explain them to the people affected; Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,28.0,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Laws and regulations",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,62.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Procedures for appealing decisions",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,59.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Security of personal information",AI_Risk_Concern,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,56.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Explanations on how AI decisions are made",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,54.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Monitoring to check for discrimination",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,53.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? More human involvement",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,44.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Government regulator approval",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,38.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Don't know / Prefer not to say",Other,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,3.0,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Nothing",Other,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,3.0,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? Something else",Other,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,1.0,high,[]
"Which of the following, if any, would make you more comfortable with AI technologies being used? None of these",Other,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,1.0,high,[]
Who do you think should be most responsible for ensuring AI is used safely? An independent regulator,AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,41.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,,high,[]
Who do you think should be most responsible for ensuring AI is used safely? The companies developing the AI technology,AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,26.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,,high,[]
Who do you think should be most responsible for ensuring AI is used safely? An independent oversight committee with citizen involvement,AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,24.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,,high,[]
Who do you think should be most responsible for ensuring AI is used safely? International standards bodies,AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,23.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,,high,[]
Who do you think should be most responsible for ensuring AI is used safely? Scientists and researchers in universities or research institutions,AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,21.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,,high,[]
Who do you think should be most responsible for ensuring AI is used safely? The Government,AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,20.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,,high,[]
"Who do you think should be most responsible for ensuring AI is used safely? The people using the AI (e.g. companies, public services)",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,16.0,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,,high,[]
Who do you think should be most responsible for ensuring AI is used safely? Don't know/Prefer not to say,Other,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,3.0,high,[]
Who do you think should be most responsible for ensuring AI is used safely? No one should be responsible,Other,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,0.0,high,[]
Who do you think should be most responsible for ensuring AI is used safely? Other (please specify),Other,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,0.0,high,[]
Who do you think should be most responsible for ensuring AI is used safely? All of the above,Other,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,,,,4010.0,Percentage selecting,"A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began. Respondents could choose up to two options.",kantar_nov_2022.pdf,2025-07-06,0.0,high,[]
"How concerned do you feel, if at all, about each of these groups producing new computer technologies for assessing eligibility for welfare? Private companies",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,66.0,,26.0,2012.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,8.0,high,[]
"How concerned do you feel, if at all, about each of these groups producing new computer technologies for assessing eligibility for welfare? A governmental body",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,51.0,,41.0,2012.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,8.0,high,[]
"How concerned do you feel, if at all, about each of these groups producing new computer technologies for assessing eligibility for welfare? Not-for-profit organisations",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,46.0,,45.0,2012.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,9.0,high,[]
"How concerned do you feel, if at all, about each of these groups producing new computer technologies for assessing eligibility for welfare? Universities/academic researchers",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,42.0,,48.0,2012.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,10.0,high,[]
"How concerned do you feel, if at all, about each of these groups producing new computer technologies for assessing risk of cancer? Private companies",AI_Regulation,"Ada Lovelace Institute, The Alan Turing Institute, Kantar",Great Britain,2022-11-01,61.0,,33.0,2011.0,"Very, Somewhat, Not very, Not at all, Don't know / Prefer not to say","A nationally representative survey of public attitudes to artificial intelligence in Britain. Sample drawn from Kantar Public Voice random probability panel. Majority completed online, 252 by telephone. Data weighted based on official statistics. Modular questionnaire structure, each person responded to 9 of 17 AI uses. Survey predominantly close-ended questions. Fieldwork: November-December 2022. ChatGPT released two weeks after fieldwork began.",kantar_nov_2022.pdf,2025-07-06,6.0,high,[]
